run,status_code,execution_time_ms,total_kernel_ticks,total_kernel_ms,kinit_ms,vm_init_ms,procinit_ms,userinit_ms,boot_completed,timed_out,return_code,stopped_after_boot,panic
1,200,5139.740943908691,,,,,,,False,True,0,False,False
2,200,5038.70153427124,,,,,,,False,True,0,False,False
3,200,5091.356039047241,,,,,,,False,True,0,False,False
